source,layer,prompt_type,bits_per_char,corpus_type
olmo,base,bos,,ai
olmo,base,bos,,ai
olmo,base,bos,0.3783577268700377,ai
olmo,base,bos,,ai
olmo,base,bos,1.066580596542435,ai
olmo,base,bos,0.9218105229070394,ai
olmo,base,bos,0.5376871474455888,ai
olmo,base,bos,,ai
olmo,base,bos,2.3868982537522005,ai
olmo,base,bos,,ai
olmo,base,bos,,ai
olmo,base,bos,1.260741664555853,ai
olmo,base,bos,0.1351035815957819,ai
olmo,base,bos,1.0930773329995034,ai
olmo,base,bos,,ai
olmo,base,bos,1.2329129376129253,ai
olmo,base,bos,1.1422605170566258,ai
olmo,base,bos,1.372395458987925,ai
olmo,base,bos,0.7787713293797633,ai
olmo,base,bos,1.2481426803260862,ai
olmo,base,bos,1.3930841900860456,ai
olmo,base,bos,1.0879553516685774,ai
olmo,base,bos,1.2393169789329461,ai
olmo,base,bos,1.318907189756559,ai
olmo,base,bos,1.086412371825914,ai
olmo,base,the,1.0509822385854308,ai
olmo,base,the,,ai
olmo,base,the,1.123873633585618,ai
olmo,base,the,0.9075402702838143,ai
olmo,base,the,0.8537089205295126,ai
olmo,base,the,,ai
olmo,base,the,0.9305589113025375,ai
olmo,base,the,,ai
olmo,base,the,,ai
olmo,base,the,1.0626294281937212,ai
olmo,base,the,1.0119303465968674,ai
olmo,base,the,1.1159944405675923,ai
olmo,base,the,,ai
olmo,base,the,,ai
olmo,base,the,1.1584466490669256,ai
olmo,base,the,,ai
olmo,base,the,1.354423782187691,ai
olmo,base,the,1.3722569546505492,ai
olmo,base,the,,ai
olmo,base,the,,ai
olmo,base,the,1.660158657265762,ai
olmo,base,the,0.8662696722899705,ai
olmo,base,the,0.9494042797150731,ai
olmo,base,the,,ai
olmo,base,the,0.9504165109834083,ai
olmo,base,the,1.1693731794277058,ai
olmo,base,the,0.9644952120982385,ai
olmo,base,the,0.9664269767080944,ai
olmo,base,the,1.2323218772852487,ai
olmo,base,the,,ai
olmo,base,the,1.0292413923612158,ai
olmo,base,the,0.7974506998337976,ai
olmo,base,the,1.042737635591385,ai
olmo,base,the,0.8365666360151346,ai
olmo,base,the,2.354629769728158,ai
olmo,base,the,1.313373866239556,ai
olmo,base,the,1.0206559004595357,ai
olmo,base,the,1.1405044254265957,ai
olmo,base,the,,ai
olmo,base,the,0.9236615547832512,ai
olmo,base,the,,ai
olmo,base,the,,ai
olmo,base,the,1.1382831379482372,ai
olmo,base,the,0.8711250823368561,ai
olmo,base,the,,ai
olmo,base,the,,ai
olmo,base,the,,ai
olmo,base,the,,ai
olmo,base,the,,ai
olmo,base,the,,ai
olmo,base,the,1.3764111481160668,ai
olmo,base,the,0.9195979344929278,ai
olmo,base,the,,ai
olmo,base,the,,ai
olmo,base,the,0.8164345648972091,ai
olmo,base,the,,ai
olmo,base,the,0.7175266327971271,ai
olmo,base,the,0.9953107432186603,ai
olmo,base,the,,ai
olmo,base,the,,ai
olmo,base,the,,ai
olmo,base,the,,ai
olmo,base,the,,ai
olmo,base,the,,ai
olmo,base,the,,ai
olmo,base,the,,ai
olmo,base,the,,ai
olmo,base,the,,ai
olmo,base,the,,ai
olmo,base,the,,ai
olmo,base,the,,ai
olmo,base,the,,ai
olmo,base,the,,ai
olmo,base,the,0.8238575318520349,ai
olmo,base,the,0.8656548330930707,ai
olmo,base,the,,ai
olmo,base,the,1.393401727252573,ai
olmo,base,the,0.7186349632920991,ai
olmo,base,the,0.6501425683141814,ai
olmo,base,the,,ai
olmo,base,the,,ai
olmo,base,the,,ai
olmo,base,the,0.9446712414755349,ai
olmo,base,the,,ai
olmo,base,the,1.1365298655239677,ai
olmo,base,the,,ai
olmo,base,the,0.9844091859309947,ai
olmo,base,the,1.2490557396285038,ai
olmo,base,the,1.3136249157978346,ai
olmo,base,the,1.0760007299520344,ai
olmo,base,the,,ai
olmo,base,the,1.182527651301852,ai
olmo,base,the,,ai
olmo,base,the,,ai
olmo,base,the,0.9548443293812133,ai
olmo,base,the,1.4376174580987124,ai
olmo,base,the,1.1471061172834889,ai
olmo,base,the,,ai
olmo,base,the,1.350002011286456,ai
olmo,base,the,1.3822694458343376,ai
olmo,base,battery,1.1149253134116608,ai
olmo,base,battery,2.1713803576661053,ai
olmo,base,battery,1.645349000164486,ai
olmo,base,battery,,ai
olmo,base,battery,,ai
olmo,base,battery,,ai
olmo,base,battery,,ai
olmo,base,battery,,ai
olmo,base,battery,,ai
olmo,base,battery,1.2762080331703771,ai
olmo,base,battery,2.1878018107083244,ai
olmo,base,battery,1.9211340828221397,ai
olmo,base,battery,0.9986029524083697,ai
olmo,base,battery,1.7426618474726607,ai
olmo,base,battery,,ai
olmo,base,battery,,ai
olmo,base,battery,1.323798686518044,ai
olmo,base,battery,,ai
olmo,base,battery,1.2698517767656963,ai
olmo,base,battery,1.3768510137473655,ai
olmo,base,battery,1.3322338331146355,ai
olmo,base,battery,1.331718160791578,ai
olmo,base,battery,1.2382730166248417,ai
olmo,base,battery,1.2568218185584297,ai
olmo,base,battery,,ai
olmo,base,battery,1.6305171301935495,ai
olmo,base,battery,1.379395979965977,ai
olmo,base,battery,,ai
olmo,base,battery,,ai
olmo,base,battery,1.2282663614658782,ai
olmo,base,battery,1.454354639901238,ai
olmo,base,battery,,ai
olmo,base,battery,,ai
olmo,base,battery,1.4073479618810847,ai
olmo,base,battery,1.527342043280044,ai
olmo,base,battery,,ai
olmo,base,battery,1.2346148446660363,ai
olmo,base,battery,1.4040280460328682,ai
olmo,base,battery,,ai
olmo,base,battery,1.690824512848297,ai
olmo,base,battery,1.7932792344453625,ai
olmo,base,battery,1.6760865627212953,ai
olmo,base,battery,1.500014400076566,ai
olmo,base,battery,1.1775221077476064,ai
olmo,base,battery,1.7790972034685582,ai
olmo,base,battery,1.136252489917034,ai
olmo,base,battery,,ai
olmo,base,battery,1.414732591402264,ai
olmo,base,battery,1.3550912517113431,ai
olmo,base,battery,1.4374121271912752,ai
olmo,base,battery,,ai
olmo,base,battery,,ai
olmo,base,battery,,ai
olmo,base,battery,,ai
olmo,base,battery,1.252223066378485,ai
olmo,base,battery,1.1706673151334717,ai
olmo,base,battery,1.3125588322609167,ai
olmo,base,battery,1.5800815517953137,ai
olmo,base,battery,1.1015982808621325,ai
olmo,base,battery,1.2531829339471472,ai
olmo,base,battery,1.3580145135171982,ai
olmo,base,battery,,ai
olmo,base,battery,,ai
olmo,base,battery,,ai
olmo,base,battery,,ai
olmo,base,battery,2.1291113878056462,ai
olmo,base,battery,1.536348597803516,ai
olmo,base,battery,,ai
olmo,base,battery,1.4690899338786978,ai
olmo,base,battery,,ai
olmo,base,battery,1.3437560099468953,ai
olmo,base,battery,,ai
olmo,base,battery,,ai
olmo,base,battery,1.6401323015558347,ai
olmo,base,battery,1.048028637512824,ai
olmo,base,battery,1.1939571165552791,ai
olmo,base,battery,,ai
olmo,base,battery,,ai
olmo,base,battery,,ai
olmo,base,battery,,ai
olmo,base,battery,,ai
olmo,base,battery,,ai
olmo,base,battery,,ai
olmo,base,battery,1.7247319286898317,ai
olmo,base,battery,1.4910291380496004,ai
olmo,base,battery,1.1900950117091276,ai
olmo,base,battery,,ai
olmo,base,battery,1.2312121876555728,ai
olmo,base,battery,,ai
olmo,base,battery,,ai
olmo,base,battery,,ai
olmo,base,battery,1.2045909131538526,ai
olmo,base,battery,1.4302423047465531,ai
olmo,base,battery,1.1297744865201478,ai
olmo,base,battery,1.2206949154067546,ai
olmo,base,battery,1.29088443635616,ai
olmo,base,battery,,ai
olmo,base,battery,1.4892453282898794,ai
olmo,base,battery,1.4048637599210068,ai
olmo,base,battery,1.6411923008515688,ai
olmo,base,battery,1.344348222910073,ai
olmo,base,battery,1.3084635432162557,ai
olmo,base,battery,,ai
olmo,base,battery,1.396473463332372,ai
olmo,base,battery,1.5751117946334752,ai
olmo,base,battery,1.3076565557316708,ai
olmo,base,battery,1.7665779296354716,ai
olmo,base,battery,1.8357960406245288,ai
olmo,base,battery,1.2368002080335774,ai
olmo,base,battery,1.1056776736669298,ai
olmo,base,battery,1.6682476808698257,ai
olmo,base,battery,1.0918567736331077,ai
olmo,base,battery,,ai
olmo,base,battery,1.3952933649539514,ai
olmo,base,battery,,ai
olmo,base,battery,,ai
olmo,base,battery,2.075101884200438,ai
olmo,base,battery,,ai
olmo,base,battery,1.5218603657958532,ai
olmo,base,battery,2.4014150461995527,ai
olmo,base,battery,,ai
olmo,base,battery,,ai
olmo,base,battery,1.2616726039016357,ai
olmo,base,battery,,ai
olmo,base,battery,0.872059548659071,ai
olmo,base,battery,,ai
olmo,base,battery,,ai
olmo,base,battery,,ai
olmo,base,battery,,ai
olmo,base,battery,,ai
olmo,base,battery,1.4371609938662095,ai
olmo,base,battery,,ai
olmo,base,battery,1.4373022783604377,ai
olmo,base,battery,1.0349167711037592,ai
olmo,base,battery,1.7542626167877733,ai
olmo,base,battery,1.300425027069889,ai
olmo,base,battery,,ai
olmo,base,battery,,ai
olmo,base,battery,1.4882639794842185,ai
olmo,base,battery,1.2865084469357737,ai
olmo,base,battery,1.7544365757573426,ai
olmo,base,battery,1.814717125747189,ai
olmo,base,battery,1.2801312443171093,ai
olmo,base,battery,1.3533356415818225,ai
olmo,base,battery,1.2762086293253534,ai
olmo,base,battery,1.2142373451303459,ai
olmo,base,battery,1.5260612915291254,ai
olmo,base,battery,,ai
olmo,base,battery,1.4510848674344428,ai
olmo,base,battery,1.5990738859532854,ai
olmo,base,battery,,ai
olmo,base,battery,1.3030178344571564,ai
olmo,base,battery,1.5833871331860478,ai
olmo,base,battery,1.4366524166598416,ai
olmo,base,battery,1.2016910431520902,ai
olmo,base,battery,1.9472006662356873,ai
olmo,base,battery,,ai
olmo,base,battery,1.4492612529128999,ai
olmo,base,battery,0.769139938009274,ai
olmo,base,battery,1.6135399285191043,ai
olmo,base,battery,1.6586816259954802,ai
olmo,base,battery,,ai
olmo,base,battery,1.5069090872721684,ai
olmo,base,battery,1.2059978363104746,ai
olmo,base,battery,,ai
olmo,base,battery,1.2210835361761094,ai
olmo,base,battery,,ai
olmo,base,battery,1.3340758237475163,ai
olmo,base,battery,,ai
olmo,base,battery,1.4676726479258275,ai
olmo,base,battery,1.2913363606194315,ai
olmo,base,battery,1.3939651058012539,ai
olmo,base,battery,1.2165004202957506,ai
olmo,base,battery,,ai
olmo,base,battery,2.1841595303514363,ai
olmo,base,battery,1.6796281209170887,ai
olmo,base,battery,1.1960591277248258,ai
olmo,base,battery,0.8912070322847292,ai
olmo,base,battery,1.531588763021622,ai
olmo,base,battery,1.1446846638364159,ai
olmo,base,battery,1.1971979177108036,ai
olmo,base,battery,1.7757811454145267,ai
olmo,base,battery,1.1981167820907395,ai
olmo,base,battery,1.1416915473809959,ai
olmo,base,battery,2.228832236235569,ai
olmo,base,battery,1.4264728100150035,ai
olmo,base,battery,1.5683588948902538,ai
olmo,base,battery,1.4324471914089765,ai
olmo,base,battery,1.3796832331496969,ai
olmo,base,battery,,ai
olmo,base,battery,1.4481271972165035,ai
olmo,base,battery,,ai
olmo,base,battery,,ai
olmo,base,battery,,ai
olmo,base,battery,1.6269430033603485,ai
olmo,base,battery,1.2044650775412669,ai
olmo,base,battery,,ai
olmo,base,battery,,ai
olmo,base,battery,,ai
olmo,base,battery,1.6453035641451679,ai
olmo,base,battery,1.077925092945548,ai
olmo,base,battery,2.0678591134538333,ai
olmo,base,battery,1.3682310825750512,ai
olmo,base,battery,1.3467191668324259,ai
olmo,base,battery,,ai
olmo,base,battery,1.23621896499475,ai
olmo,base,battery,,ai
olmo,base,battery,1.114948020561473,ai
olmo,base,battery,1.5475255971145632,ai
olmo,base,battery,1.111735091144038,ai
olmo,base,battery,,ai
olmo,base,battery,,ai
olmo,base,battery,1.219808195551227,ai
olmo,base,battery,1.5970963452377203,ai
olmo,base,battery,1.4999404402678271,ai
olmo,base,battery,,ai
olmo,base,battery,,ai
olmo,base,battery,,ai
olmo,base,battery,,ai
olmo,base,battery,,ai
olmo,base,battery,1.4912861453205342,ai
olmo,base,battery,1.16176540151561,ai
olmo,base,battery,,ai
olmo,base,battery,1.567028974565214,ai
olmo,base,battery,2.3842439536634643,ai
olmo,base,battery,,ai
olmo,base,battery,,ai
olmo,base,battery,,ai
olmo,base,battery,,ai
olmo,base,battery,,ai
olmo,base,battery,,ai
olmo,base,battery,1.0838500302139242,ai
olmo,base,battery,1.5248181218772523,ai
olmo,base,battery,1.5856313401856093,ai
olmo,base,battery,1.3745714963064148,ai
olmo,base,battery,1.6088246268238544,ai
olmo,base,battery,1.345634640523786,ai
olmo,base,battery,1.8067578288509216,ai
olmo,base,battery,1.5434909088386468,ai
olmo,base,battery,1.337667741722043,ai
olmo,base,battery,1.3248573995919926,ai
olmo,base,battery,1.2363475340996537,ai
olmo,base,battery,,ai
olmo,base,battery,1.6129711167639351,ai
olmo,base,battery,1.5897815638598733,ai
olmo,base,battery,1.6268280123264232,ai
olmo,base,battery,1.3563468708163848,ai
olmo,base,battery,1.7225696562072006,ai
olmo,base,battery,1.6024714214671487,ai
olmo,base,battery,1.3612486975119564,ai
olmo,base,battery,,ai
olmo,base,battery,1.3672537591074196,ai
olmo,base,battery,1.227514082397137,ai
olmo,base,battery,0.9356559832900905,ai
olmo,base,battery,2.6532518085567207,ai
olmo,base,battery,0.9100538814017839,ai
olmo,base,battery,1.3329569823876037,ai
olmo,base,battery,1.368488418466349,ai
olmo,base,battery,1.3474890088839315,ai
olmo,base,battery,1.2569284387840423,ai
olmo,base,battery,,ai
olmo,base,battery,1.6642213641963484,ai
olmo,base,battery,2.249558918247517,ai
olmo,base,battery,1.4886756671647097,ai
olmo,base,battery,1.2510892136045608,ai
olmo,base,battery,1.4119913144625496,ai
olmo,base,battery,0.720410713664656,ai
olmo,base,battery,1.3757673669722261,ai
olmo,base,battery,1.63506524260636,ai
olmo,base,battery,1.798659352415714,ai
olmo,base,battery,1.6003819412763407,ai
olmo,base,battery,1.5336076078603509,ai
olmo,base,battery,1.6291721235322327,ai
olmo,base,battery,1.7865270159210123,ai
olmo,base,battery,1.3105738154190083,ai
olmo,base,battery,1.261800828256527,ai
olmo,base,battery,1.1461410271420664,ai
olmo,base,battery,1.145838973364697,ai
olmo,base,battery,,ai
olmo,base,battery,1.6387601537676375,ai
olmo,base,battery,1.218253383713894,ai
olmo,base,battery,,ai
olmo,base,battery,1.333389823171102,ai
olmo,base,battery,2.585001319019056,ai
olmo,base,battery,1.442992968368122,ai
olmo,base,battery,1.2689352107381133,ai
olmo,base,battery,1.4018179793557255,ai
olmo,base,battery,1.24181976585192,ai
olmo,base,battery,,ai
olmo,base,battery,1.146395114986695,ai
olmo,base,battery,1.0985731147715485,ai
olmo,base,battery,1.2850075500871498,ai
olmo,base,battery,,ai
olmo,base,battery,1.338141969479048,ai
olmo,base,battery,1.3336856248556304,ai
olmo,base,battery,1.7589058614328696,ai
olmo,base,battery,1.8789327047793245,ai
olmo,base,battery,1.6312803963134925,ai
olmo,base,battery,,ai
olmo,base,battery,1.4053945751743189,ai
olmo,base,battery,,ai
olmo,base,battery,1.3433372606816532,ai
olmo,base,battery,1.2924212044334278,ai
olmo,base,battery,,ai
olmo,base,battery,1.7121079906777867,ai
olmo,base,battery,1.698900174646165,ai
olmo,base,battery,,ai
olmo,base,battery,,ai
olmo,base,battery,1.6999303002069102,ai
olmo,base,battery,1.9402512982808322,ai
olmo,base,battery,1.263595810204535,ai
olmo,base,battery,1.484196095604502,ai
olmo,base,battery,,ai
olmo,base,battery,1.5116549020467611,ai
olmo,base,battery,1.4301734315897565,ai
olmo,base,battery,,ai
olmo,base,battery,,ai
olmo,base,battery,1.2467374701865936,ai
olmo,base,battery,,ai
olmo,base,battery,1.3918527501539415,ai
olmo,base,battery,1.0912407889756421,ai
olmo,base,battery,,ai
olmo,base,battery,1.4191257256504757,ai
olmo,base,battery,1.0277615201788879,ai
olmo,base,battery,1.286989620045743,ai
olmo,base,battery,,ai
olmo,base,battery,1.5404197558113402,ai
olmo,base,battery,,ai
olmo,base,battery,1.3172591807152612,ai
olmo,base,battery,1.2014981876341524,ai
olmo,base,battery,1.0598557845772019,ai
olmo,base,battery,1.257892705996935,ai
olmo,base,battery,1.2202516633144587,ai
olmo,base,battery,,ai
olmo,base,battery,1.1707105688088697,ai
olmo,base,battery,1.3182140007458503,ai
olmo,base,battery,1.0796489549802806,ai
olmo,base,battery,1.5290169547434738,ai
olmo,base,battery,1.5638035066167884,ai
olmo,base,battery,1.367221339157415,ai
olmo,base,battery,1.2962608656134433,ai
olmo,base,battery,2.049158754409518,ai
olmo,base,battery,1.4423952876546267,ai
olmo,base,battery,1.411014018666003,ai
olmo,base,battery,,ai
olmo,base,battery,,ai
olmo,base,battery,1.1989293598845354,ai
olmo,base,battery,,ai
olmo,base,battery,,ai
olmo,base,battery,1.6374244517810959,ai
olmo,base,battery,1.6511714712017747,ai
olmo,base,battery,,ai
olmo,base,battery,,ai
olmo,base,battery,1.5789154583810339,ai
olmo,base,battery,1.8225705302481425,ai
olmo,base,battery,1.4363231983582458,ai
olmo,base,battery,1.7960800087391835,ai
olmo,base,battery,0.9411148065831881,ai
olmo,base,battery,,ai
olmo,base,battery,,ai
olmo,base,battery,1.3492305735267838,ai
olmo,base,battery,1.6543443282130055,ai
olmo,base,battery,,ai
olmo,base,battery,,ai
olmo,base,battery,1.5315807938990793,ai
olmo,base,battery,0.9629744988421022,ai
olmo,base,battery,,ai
olmo,base,battery,1.2296180406279476,ai
olmo,base,battery,1.3955861365016715,ai
olmo,base,battery,1.0984283300192317,ai
olmo,base,battery,,ai
olmo,base,battery,,ai
olmo,base,battery,1.5202672726674733,ai
olmo,base,battery,,ai
olmo,base,battery,,ai
olmo,base,battery,,ai
olmo,base,battery,1.0418647954837459,ai
olmo,base,battery,,ai
olmo,base,battery,,ai
olmo,base,battery,,ai
olmo,base,battery,,ai
olmo,base,battery,1.6634362754705687,ai
olmo,base,battery,1.6369180996254342,ai
olmo,base,battery,1.4704893296347608,ai
olmo,base,battery,,ai
olmo,base,battery,1.4906386824877853,ai
olmo,base,battery,,ai
olmo,base,battery,1.3679651037005236,ai
olmo,base,battery,,ai
olmo,base,battery,,ai
olmo,base,battery,1.2177550566980875,ai
olmo,base,battery,1.5156020591023578,ai
olmo,base,battery,1.5382005238221819,ai
olmo,base,battery,,ai
olmo,base,battery,1.4126690334550134,ai
olmo,base,battery,1.49814457610047,ai
olmo,base,battery,1.827242893547706,ai
olmo,base,battery,,ai
olmo,base,battery,1.2814683212425417,ai
olmo,base,battery,2.058040301141204,ai
olmo,base,battery,1.7163617145956063,ai
olmo,base,battery,,ai
olmo,base,battery,1.0185031411003582,ai
olmo,base,battery,,ai
olmo,base,battery,,ai
olmo,base,battery,1.337690941107061,ai
olmo,base,battery,0.8609161579261497,ai
olmo,base,battery,1.2316287564069073,ai
olmo,base,battery,1.138776276316581,ai
olmo,base,battery,1.355540847010714,ai
olmo,base,battery,1.5664329241636046,ai
olmo,base,battery,1.560169176188573,ai
olmo,base,battery,1.6422686305210992,ai
olmo,base,battery,1.503066918655001,ai
olmo,base,battery,1.2820392505586187,ai
olmo,base,battery,1.1702428647896639,ai
olmo,base,battery,1.3024971061225579,ai
olmo,base,battery,1.6929090695671807,ai
olmo,base,battery,,ai
olmo,base,battery,1.4539950857491404,ai
olmo,base,battery,1.1259187624479468,ai
olmo,base,battery,,ai
olmo,base,battery,,ai
olmo,base,battery,1.3955105322508279,ai
olmo,base,battery,1.4790132285385889,ai
olmo,base,battery,,ai
olmo,base,battery,,ai
olmo,base,battery,1.7172878944678678,ai
olmo,base,battery,1.3612553395066458,ai
olmo,base,battery,,ai
olmo,base,battery,,ai
olmo,base,battery,,ai
olmo,base,battery,1.4651747958080816,ai
olmo,base,battery,,ai
olmo,base,battery,,ai
olmo,base,battery,,ai
olmo,base,battery,,ai
olmo,base,battery,,ai
olmo,base,battery,,ai
olmo,base,battery,,ai
olmo,base,battery,,ai
olmo,base,battery,,ai
olmo,base,battery,,ai
olmo,base,battery,1.3361051938908228,ai
olmo,base,battery,1.870745203315501,ai
olmo,base,battery,1.2180953645470585,ai
olmo,base,battery,,ai
olmo,base,battery,1.577107483508349,ai
olmo,base,battery,1.014333003977163,ai
olmo,base,battery,,ai
olmo,base,battery,,ai
olmo,base,battery,,ai
olmo,base,battery,,ai
olmo,base,battery,,ai
olmo,base,battery,,ai
olmo,base,battery,,ai
olmo,base,battery,,ai
olmo,base,battery,0.8700725207012286,ai
olmo,base,battery,1.2299688678894027,ai
olmo,base,battery,,ai
olmo,base,battery,,ai
olmo,base,battery,,ai
olmo,base,battery,,ai
olmo,base,battery,1.2013515750058665,ai
olmo,base,battery,,ai
olmo,base,battery,,ai
olmo,base,battery,,ai
olmo,base,battery,,ai
olmo,base,battery,,ai
olmo,base,battery,,ai
olmo,base,battery,,ai
olmo,base,battery,,ai
olmo,base,battery,,ai
olmo,base,battery,1.6008951434524574,ai
olmo,base,battery,,ai
olmo,base,battery,,ai
olmo,base,battery,,ai
olmo,base,battery,1.705429380502793,ai
olmo,base,battery,,ai
olmo,base,battery,,ai
olmo,base,battery,1.3031885837111818,ai
olmo,base,battery,,ai
olmo,base,battery,,ai
olmo,base,battery,,ai
olmo,base,battery,,ai
olmo,base,battery,1.0928490547681526,ai
olmo,base,battery,1.8111720035539276,ai
olmo,base,battery,1.6057353304552784,ai
olmo,base,battery,,ai
olmo,base,battery,,ai
olmo,base,battery,1.5254294962541521,ai
olmo,base,battery,,ai
olmo,base,battery,,ai
olmo,base,battery,,ai
olmo,base,battery,,ai
olmo,base,battery,,ai
olmo,base,battery,1.175507621238839,ai
olmo,base,battery,,ai
olmo,base,battery,,ai
olmo,base,battery,,ai
olmo,base,battery,1.2919688786902768,ai
olmo,base,battery,1.2057668931706975,ai
olmo,base,battery,,ai
olmo,base,battery,,ai
olmo,base,battery,1.1721374631019128,ai
olmo,base,battery,,ai
olmo,base,battery,,ai
olmo,base,battery,,ai
olmo,base,battery,,ai
olmo,base,battery,1.0934394751471086,ai
olmo,base,battery,,ai
olmo,base,battery,1.115104915138789,ai
olmo,base,battery,,ai
olmo,base,battery,,ai
olmo,base,battery,1.2886784419923276,ai
olmo,base,battery,,ai
olmo,base,battery,,ai
olmo,base,battery,,ai
olmo,base,battery,1.3497304078220693,ai
olmo,base,battery,,ai
olmo,base,battery,,ai
olmo,base,battery,,ai
olmo,base,battery,1.8931447241376227,ai
olmo,base,battery,,ai
olmo,base,battery,,ai
olmo,base,battery,,ai
olmo,base,battery,,ai
olmo,base,battery,,ai
olmo,base,battery,,ai
olmo,base,battery,0.9508243404090918,ai
olmo,base,battery,1.3964843281557136,ai
olmo,base,battery,,ai
olmo,base,battery,,ai
olmo,base,battery,1.0078615784297151,ai
olmo,base,battery,,ai
olmo,base,battery,,ai
olmo,base,battery,,ai
olmo,base,battery,,ai
olmo,base,battery,,ai
olmo,base,battery,,ai
olmo,base,battery,1.3975765374628992,ai
olmo,base,battery,,ai
olmo,base,battery,0.8037040912283159,ai
olmo,base,battery,1.1737045505152162,ai
olmo,base,battery,1.2612818546702502,ai
olmo,base,battery,,ai
olmo,base,battery,,ai
olmo,base,battery,,ai
olmo,base,battery,,ai
olmo,base,battery,,ai
olmo,base,battery,,ai
olmo,base,battery,,ai
olmo,base,battery,,ai
olmo,base,battery,,ai
olmo,base,battery,,ai
olmo,base,battery,1.0622438677403878,ai
olmo,base,battery,,ai
olmo,base,battery,,ai
olmo,base,battery,,ai
olmo,base,battery,1.1301456587654093,ai
olmo,base,battery,1.3401692501953582,ai
olmo,base,battery,,ai
olmo,base,battery,,ai
olmo,base,battery,,ai
olmo,base,battery,,ai
olmo,base,battery,,ai
olmo,base,battery,,ai
olmo,base,battery,,ai
olmo,base,battery,1.4150303707998413,ai
olmo,base,battery,1.0711146842681003,ai
olmo,base,battery,,ai
olmo,base,battery,1.0205084596967195,ai
olmo,base,battery,,ai
olmo,base,battery,,ai
olmo,base,battery,,ai
olmo,base,battery,,ai
olmo,base,battery,1.3715590532748059,ai
olmo,base,battery,1.2371002311813848,ai
olmo,base,battery,1.5160773363225326,ai
olmo,base,battery,,ai
olmo,base,battery,,ai
olmo,base,battery,1.1578241823320254,ai
olmo,base,battery,,ai
olmo,base,battery,1.0551677878720824,ai
olmo,base,battery,,ai
olmo,base,battery,2.4954470742405443,ai
olmo,base,battery,,ai
olmo,base,battery,,ai
olmo,base,battery,1.1916959328566386,ai
olmo,base,battery,,ai
olmo,base,battery,1.196284839166164,ai
olmo,base,battery,1.2718891567394603,ai
olmo,base,battery,,ai
olmo,base,battery,,ai
olmo,base,battery,,ai
olmo,base,battery,1.3762220724444083,ai
olmo,base,battery,,ai
olmo,base,battery,,ai
olmo,base,battery,,ai
olmo,base,battery,,ai
olmo,base,battery,,ai
olmo,base,battery,1.764620469304481,ai
olmo,base,battery,,ai
olmo,base,battery,,ai
